3,3,0.0016400000000000858,2,0.003630000000000244
7,1,0.006940000000000168,5,0.011630000000000251
14,1,0.012480000000000269,1,0.013550000000000173
21,5,0.01682000000000028,0,0.017790000000000195
23,1,0.018300000000000205,0,0.019680000000000142
26,2,0.02000000000000024,2,0.020850000000000257
30,1,0.02261000000000024,0,0.022620000000000084
32,1,0.02422000000000013,3,0.027579999999999938
37,1,0.027799999999999825,0,0.028189999999999715
39,1,0.02931999999999979,1,0.03144999999999998
42,1,0.03205999999999998,2,0.03331000000000017
46,1,0.03404000000000029,0,0.034720000000000306
50,3,0.03853000000000062,4,0.04037000000000068
59,4,0.04454000000000069,0,0.04572000000000065
63,3,0.047160000000000535,0,0.048670000000000435
69,5,0.052320000000000366,0,0.05274000000000045
73,3,0.055210000000000425,0,0.0554100000000004
75,1,0.05550000000000055,0,0.055980000000000585
79,3,0.061000000000000165,0,0.061180000000000234
81,1,0.06144000000000016,1,0.06366000000000027
89,6,0.06565000000000021,1,0.06595000000000018
93,2,0.06716000000000011,0,0.06783000000000028
95,1,0.06867000000000023,0,0.06936000000000009
97,1,0.06959000000000004,3,0.0720200000000002
105,4,0.07410000000000028,2,0.07537000000000016
109,1,0.07610000000000028,0,0.07750000000000035
112,2,0.07980000000000054,0,0.08017000000000074
116,3,0.08156000000000074,0,0.08215000000000083
119,2,0.08322000000000074,1,0.0850300000000006
122,1,0.08582000000000067,1,0.0871800000000007
125,1,0.08766000000000074,3,0.09262000000000081
130,1,0.09334000000000087,1,0.0973300000000008
133,1,0.09834000000000076,0,0.09845000000000059
135,1,0.09901000000000049,3,0.0996400000000004
140,1,0.1001000000000003,2,0.1023000000000005
146,3,0.10353000000000034,0,0.10378000000000043
149,2,0.10446000000000044,0,0.10462000000000038
151,1,0.10517000000000043,0,0.10553000000000035
153,1,0.10609000000000024,1,0.10839000000000043
156,1,0.10956000000000032,0,0.10984000000000038
158,1,0.1106400000000003,2,0.11187000000000058
164,3,0.11691000000000074,0,0.11811000000000083
166,1,0.11819000000000068,1,0.1193600000000008
170,2,0.12089000000000083,1,0.12202000000000068
173,1,0.12262000000000062,0,0.12277000000000049
175,1,0.1233300000000006,1,0.12468000000000057
179,2,0.12589000000000072,4,0.1289700000000007
188,4,0.13057000000000074,2,0.1340400000000006
192,1,0.13408000000000064,0,0.13442000000000043
194,1,0.1345000000000005,0,0.1358000000000006
196,1,0.13747000000000065,2,0.13869000000000087
200,1,0.13895000000000102,0,0.13940000000000108
202,1,0.1407400000000012,1,0.14228000000000107
208,4,0.14356000000000146,0,0.14402000000000137
210,1,0.14468000000000125,1,0.1473300000000013
216,4,0.14893000000000134,0,0.1495300000000015
219,2,0.15052000000000132,0,0.15088000000000146
222,2,0.15193000000000145,0,0.15223000000000142
225,2,0.15339000000000125,0,0.1543300000000012
227,1,0.15568000000000137,2,0.15776000000000168
231,1,0.1589500000000017,0,0.1600000000000017
233,1,0.1613900000000017,1,0.16319000000000172
236,1,0.1633700000000018,0,0.1635400000000018
239,2,0.16533000000000198,0,0.16627000000000192
241,1,0.16634000000000193,1,0.1670000000000018
245,2,0.16733000000000176,3,0.16893000000000202
251,2,0.17068000000000194,1,0.17375000000000185
254,1,0.17721000000000187,2,0.17876000000000203
259,2,0.18013000000000234,0,0.18086000000000246
261,1,0.18097000000000252,0,0.1820500000000025
263,1,0.18371000000000248,0,0.1841400000000024
265,1,0.18447000000000235,3,0.1858800000000025
270,1,0.18647000000000236,0,0.18700000000000228
272,1,0.1875500000000021,5,0.19178000000000228
279,1,0.19225000000000225,0,0.19327000000000227
282,2,0.19369000000000236,1,0.1941000000000026
285,1,0.19424000000000263,5,0.19713000000000247
293,2,0.19764000000000248,1,0.20018000000000247
296,1,0.20038000000000245,0,0.2018300000000024
299,2,0.20253000000000232,1,0.20340000000000202
303,2,0.203870000000002,1,0.20597000000000198
308,3,0.20800000000000196,0,0.20846000000000187
311,2,0.20950000000000202,4,0.21152000000000215
317,1,0.2131000000000023,2,0.21384000000000225
322,2,0.21500000000000208,0,0.21540000000000203
326,3,0.21828000000000203,0,0.21945000000000214
331,4,0.222240000000002,1,0.22272000000000203
337,4,0.22405000000000208,3,0.2253900000000022
343,2,0.22558000000000233,3,0.22833000000000236
349,2,0.23039000000000232,0,0.23165000000000235
351,1,0.23221000000000247,0,0.23321000000000258
356,4,0.23479000000000272,0,0.23893000000000275
359,2,0.2405300000000028,2,0.24343000000000292
363,1,0.2443100000000029,0,0.24494000000000282
365,1,0.24538000000000282,7,0.25368000000000235
375,2,0.25539000000000245,2,0.2565200000000025
380,2,0.25837000000000243,0,0.2584300000000024
384,3,0.26054000000000244,2,0.2617600000000022
388,1,0.2628600000000021,0,0.26333000000000206
390,1,0.2634000000000021,3,0.26689000000000185
395,1,0.2675800000000019,0,0.26818000000000186
398,2,0.2686600000000019,0,0.269590000000002
401,2,0.27003000000000177,0,0.2702400000000016
404,2,0.2732400000000015,2,0.2750900000000014
408,1,0.2755700000000014,0,0.27576000000000156
410,1,0.2767500000000016,1,0.2771400000000015
414,2,0.2801600000000015,0,0.2824600000000015
420,5,0.284050000000001,0,0.284520000000001
423,2,0.28667000000000087,0,0.2881700000000009
426,2,0.2889100000000011,0,0.28929000000000116
429,2,0.29141000000000106,0,0.29273000000000104
433,3,0.2939600000000011,0,0.29459000000000124
435,1,0.29578000000000104,1,0.29634000000000094
439,2,0.29831000000000096,0,0.2985000000000011
441,1,0.2994500000000011,4,0.30152000000000134
448,2,0.3039700000000014,1,0.30669000000000124
453,3,0.30892000000000097,3,0.31446000000000085
458,1,0.31468000000000096,0,0.31473000000000106
460,1,0.31503000000000103,0,0.315090000000001
462,1,0.3162500000000008,0,0.31709000000000076
464,1,0.31731000000000087,1,0.31756000000000095
467,1,0.3176700000000008,1,0.31953000000000076
470,1,0.3198200000000009,1,0.32151000000000085
474,2,0.32269000000000103,0,0.32339000000000095
476,1,0.3241800000000008,1,0.32454000000000094
