0,0,0,2,0.0016400000000000858,0
0,0,0,0,0,0
0,0,0,0,0,0
3,3,0.0016400000000000858,2,0.003630000000000244,1
0,0,0,0,0,1
0,0,0,0,0,1
6,3,0.003630000000000244,0,0.006940000000000168,0
7,1,0.006940000000000168,5,0.011630000000000251,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
13,6,0.011630000000000251,0,0.012480000000000269,0
14,1,0.012480000000000269,1,0.013550000000000173,1
0,0,0,0,0,1
16,2,0.013550000000000173,4,0.01682000000000028,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
21,5,0.01682000000000028,0,0.017790000000000195,1
22,1,0.017790000000000195,0,0.018300000000000205,0
23,1,0.018300000000000205,0,0.019680000000000142,1
24,1,0.019680000000000142,1,0.02000000000000024,0
0,0,0,0,0,0
26,2,0.02000000000000024,2,0.020850000000000257,1
0,0,0,0,0,1
0,0,0,0,0,1
29,3,0.020850000000000257,0,0.02261000000000024,0
30,1,0.02261000000000024,0,0.022620000000000084,1
31,1,0.022620000000000084,0,0.02422000000000013,0
32,1,0.02422000000000013,3,0.027579999999999938,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
36,4,0.027579999999999938,0,0.027799999999999825,0
37,1,0.027799999999999825,0,0.028189999999999715,1
38,1,0.028189999999999715,0,0.02931999999999979,0
39,1,0.02931999999999979,1,0.03144999999999998,1
0,0,0,0,0,1
41,2,0.03144999999999998,0,0.03205999999999998,0
42,1,0.03205999999999998,2,0.03331000000000017,1
0,0,0,0,0,1
0,0,0,0,0,1
45,3,0.03331000000000017,0,0.03404000000000029,0
46,1,0.03404000000000029,0,0.034720000000000306,1
47,1,0.034720000000000306,2,0.03853000000000062,0
0,0,0,0,0,0
0,0,0,0,0,0
50,3,0.03853000000000062,4,0.04037000000000068,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
55,5,0.04037000000000068,3,0.04454000000000069,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
59,4,0.04454000000000069,0,0.04572000000000065,1
60,1,0.04572000000000065,2,0.047160000000000535,0
0,0,0,0,0,0
0,0,0,0,0,0
63,3,0.047160000000000535,0,0.048670000000000435,1
64,1,0.048670000000000435,4,0.052320000000000366,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
69,5,0.052320000000000366,0,0.05274000000000045,1
70,1,0.05274000000000045,2,0.055210000000000425,0
0,0,0,0,0,0
0,0,0,0,0,0
73,3,0.055210000000000425,0,0.0554100000000004,1
74,1,0.0554100000000004,0,0.05550000000000055,0
75,1,0.05550000000000055,0,0.055980000000000585,1
76,1,0.055980000000000585,2,0.061000000000000165,0
0,0,0,0,0,0
0,0,0,0,0,0
79,3,0.061000000000000165,0,0.061180000000000234,1
80,1,0.061180000000000234,0,0.06144000000000016,0
81,1,0.06144000000000016,1,0.06366000000000027,1
0,0,0,0,0,1
83,2,0.06366000000000027,5,0.06565000000000021,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
89,6,0.06565000000000021,1,0.06595000000000018,1
0,0,0,0,0,1
91,2,0.06595000000000018,1,0.06716000000000011,0
0,0,0,0,0,0
93,2,0.06716000000000011,0,0.06783000000000028,1
94,1,0.06783000000000028,0,0.06867000000000023,0
95,1,0.06867000000000023,0,0.06936000000000009,1
96,1,0.06936000000000009,0,0.06959000000000004,0
97,1,0.06959000000000004,3,0.0720200000000002,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
101,4,0.0720200000000002,3,0.07410000000000028,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
105,4,0.07410000000000028,2,0.07537000000000016,1
0,0,0,0,0,1
0,0,0,0,0,1
108,3,0.07537000000000016,0,0.07610000000000028,0
109,1,0.07610000000000028,0,0.07750000000000035,1
110,1,0.07750000000000035,1,0.07980000000000054,0
0,0,0,0,0,0
112,2,0.07980000000000054,0,0.08017000000000074,1
113,1,0.08017000000000074,2,0.08156000000000074,0
0,0,0,0,0,0
0,0,0,0,0,0
116,3,0.08156000000000074,0,0.08215000000000083,1
117,1,0.08215000000000083,1,0.08322000000000074,0
0,0,0,0,0,0
119,2,0.08322000000000074,1,0.0850300000000006,1
0,0,0,0,0,1
121,2,0.0850300000000006,0,0.08582000000000067,0
122,1,0.08582000000000067,1,0.0871800000000007,1
0,0,0,0,0,1
124,2,0.0871800000000007,0,0.08766000000000074,0
125,1,0.08766000000000074,3,0.09262000000000081,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
129,4,0.09262000000000081,0,0.09334000000000087,0
130,1,0.09334000000000087,1,0.0973300000000008,1
0,0,0,0,0,1
132,2,0.0973300000000008,0,0.09834000000000076,0
133,1,0.09834000000000076,0,0.09845000000000059,1
134,1,0.09845000000000059,0,0.09901000000000049,0
135,1,0.09901000000000049,3,0.0996400000000004,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
139,4,0.0996400000000004,0,0.1001000000000003,0
140,1,0.1001000000000003,2,0.1023000000000005,1
0,0,0,0,0,1
0,0,0,0,0,1
143,3,0.1023000000000005,2,0.10353000000000034,0
0,0,0,0,0,0
0,0,0,0,0,0
146,3,0.10353000000000034,0,0.10378000000000043,1
147,1,0.10378000000000043,1,0.10446000000000044,0
0,0,0,0,0,0
149,2,0.10446000000000044,0,0.10462000000000038,1
150,1,0.10462000000000038,0,0.10517000000000043,0
151,1,0.10517000000000043,0,0.10553000000000035,1
152,1,0.10553000000000035,0,0.10609000000000024,0
153,1,0.10609000000000024,1,0.10839000000000043,1
0,0,0,0,0,1
155,2,0.10839000000000043,0,0.10956000000000032,0
156,1,0.10956000000000032,0,0.10984000000000038,1
157,1,0.10984000000000038,0,0.1106400000000003,0
158,1,0.1106400000000003,2,0.11187000000000058,1
0,0,0,0,0,1
0,0,0,0,0,1
161,3,0.11187000000000058,2,0.11691000000000074,0
0,0,0,0,0,0
0,0,0,0,0,0
164,3,0.11691000000000074,0,0.11811000000000083,1
165,1,0.11811000000000083,0,0.11819000000000068,0
166,1,0.11819000000000068,1,0.1193600000000008,1
0,0,0,0,0,1
168,2,0.1193600000000008,1,0.12089000000000083,0
0,0,0,0,0,0
170,2,0.12089000000000083,1,0.12202000000000068,1
0,0,0,0,0,1
172,2,0.12202000000000068,0,0.12262000000000062,0
173,1,0.12262000000000062,0,0.12277000000000049,1
174,1,0.12277000000000049,0,0.1233300000000006,0
175,1,0.1233300000000006,1,0.12468000000000057,1
0,0,0,0,0,1
177,2,0.12468000000000057,1,0.12589000000000072,0
0,0,0,0,0,0
179,2,0.12589000000000072,4,0.1289700000000007,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
184,5,0.1289700000000007,3,0.13057000000000074,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
188,4,0.13057000000000074,2,0.1340400000000006,1
0,0,0,0,0,1
0,0,0,0,0,1
191,3,0.1340400000000006,0,0.13408000000000064,0
192,1,0.13408000000000064,0,0.13442000000000043,1
193,1,0.13442000000000043,0,0.1345000000000005,0
194,1,0.1345000000000005,0,0.1358000000000006,1
195,1,0.1358000000000006,0,0.13747000000000065,0
196,1,0.13747000000000065,2,0.13869000000000087,1
0,0,0,0,0,1
0,0,0,0,0,1
199,3,0.13869000000000087,0,0.13895000000000102,0
200,1,0.13895000000000102,0,0.13940000000000108,1
201,1,0.13940000000000108,0,0.1407400000000012,0
202,1,0.1407400000000012,1,0.14228000000000107,1
0,0,0,0,0,1
204,2,0.14228000000000107,3,0.14356000000000146,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
208,4,0.14356000000000146,0,0.14402000000000137,1
209,1,0.14402000000000137,0,0.14468000000000125,0
210,1,0.14468000000000125,1,0.1473300000000013,1
0,0,0,0,0,1
212,2,0.1473300000000013,3,0.14893000000000134,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
216,4,0.14893000000000134,0,0.1495300000000015,1
217,1,0.1495300000000015,1,0.15052000000000132,0
0,0,0,0,0,0
219,2,0.15052000000000132,0,0.15088000000000146,1
220,1,0.15088000000000146,1,0.15193000000000145,0
0,0,0,0,0,0
222,2,0.15193000000000145,0,0.15223000000000142,1
223,1,0.15223000000000142,1,0.15339000000000125,0
0,0,0,0,0,0
225,2,0.15339000000000125,0,0.1543300000000012,1
226,1,0.1543300000000012,0,0.15568000000000137,0
227,1,0.15568000000000137,2,0.15776000000000168,1
0,0,0,0,0,1
0,0,0,0,0,1
230,3,0.15776000000000168,0,0.1589500000000017,0
231,1,0.1589500000000017,0,0.1600000000000017,1
232,1,0.1600000000000017,0,0.1613900000000017,0
233,1,0.1613900000000017,1,0.16319000000000172,1
0,0,0,0,0,1
235,2,0.16319000000000172,0,0.1633700000000018,0
236,1,0.1633700000000018,0,0.1635400000000018,1
237,1,0.1635400000000018,1,0.16533000000000198,0
0,0,0,0,0,0
239,2,0.16533000000000198,0,0.16627000000000192,1
240,1,0.16627000000000192,0,0.16634000000000193,0
241,1,0.16634000000000193,1,0.1670000000000018,1
0,0,0,0,0,1
243,2,0.1670000000000018,1,0.16733000000000176,0
0,0,0,0,0,0
245,2,0.16733000000000176,3,0.16893000000000202,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
249,4,0.16893000000000202,1,0.17068000000000194,0
0,0,0,0,0,0
251,2,0.17068000000000194,1,0.17375000000000185,1
0,0,0,0,0,1
253,2,0.17375000000000185,0,0.17721000000000187,0
254,1,0.17721000000000187,2,0.17876000000000203,1
0,0,0,0,0,1
0,0,0,0,0,1
257,3,0.17876000000000203,1,0.18013000000000234,0
0,0,0,0,0,0
259,2,0.18013000000000234,0,0.18086000000000246,1
260,1,0.18086000000000246,0,0.18097000000000252,0
261,1,0.18097000000000252,0,0.1820500000000025,1
262,1,0.1820500000000025,0,0.18371000000000248,0
263,1,0.18371000000000248,0,0.1841400000000024,1
264,1,0.1841400000000024,0,0.18447000000000235,0
265,1,0.18447000000000235,3,0.1858800000000025,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
269,4,0.1858800000000025,0,0.18647000000000236,0
270,1,0.18647000000000236,0,0.18700000000000228,1
271,1,0.18700000000000228,0,0.1875500000000021,0
272,1,0.1875500000000021,5,0.19178000000000228,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
278,6,0.19178000000000228,0,0.19225000000000225,0
279,1,0.19225000000000225,0,0.19327000000000227,1
280,1,0.19327000000000227,1,0.19369000000000236,0
0,0,0,0,0,0
282,2,0.19369000000000236,1,0.1941000000000026,1
0,0,0,0,0,1
284,2,0.1941000000000026,0,0.19424000000000263,0
285,1,0.19424000000000263,5,0.19713000000000247,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
291,6,0.19713000000000247,1,0.19764000000000248,0
0,0,0,0,0,0
293,2,0.19764000000000248,1,0.20018000000000247,1
0,0,0,0,0,1
295,2,0.20018000000000247,0,0.20038000000000245,0
296,1,0.20038000000000245,0,0.2018300000000024,1
297,1,0.2018300000000024,1,0.20253000000000232,0
0,0,0,0,0,0
299,2,0.20253000000000232,1,0.20340000000000202,1
0,0,0,0,0,1
301,2,0.20340000000000202,1,0.203870000000002,0
0,0,0,0,0,0
303,2,0.203870000000002,1,0.20597000000000198,1
0,0,0,0,0,1
305,2,0.20597000000000198,2,0.20800000000000196,0
0,0,0,0,0,0
0,0,0,0,0,0
308,3,0.20800000000000196,0,0.20846000000000187,1
309,1,0.20846000000000187,1,0.20950000000000202,0
0,0,0,0,0,0
311,2,0.20950000000000202,4,0.21152000000000215,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
316,5,0.21152000000000215,0,0.2131000000000023,0
317,1,0.2131000000000023,2,0.21384000000000225,1
0,0,0,0,0,1
0,0,0,0,0,1
320,3,0.21384000000000225,1,0.21500000000000208,0
0,0,0,0,0,0
322,2,0.21500000000000208,0,0.21540000000000203,1
323,1,0.21540000000000203,2,0.21828000000000203,0
0,0,0,0,0,0
0,0,0,0,0,0
326,3,0.21828000000000203,0,0.21945000000000214,1
327,1,0.21945000000000214,3,0.222240000000002,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
331,4,0.222240000000002,1,0.22272000000000203,1
0,0,0,0,0,1
333,2,0.22272000000000203,3,0.22405000000000208,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
337,4,0.22405000000000208,3,0.2253900000000022,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
341,4,0.2253900000000022,1,0.22558000000000233,0
0,0,0,0,0,0
343,2,0.22558000000000233,3,0.22833000000000236,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
347,4,0.22833000000000236,1,0.23039000000000232,0
0,0,0,0,0,0
349,2,0.23039000000000232,0,0.23165000000000235,1
350,1,0.23165000000000235,0,0.23221000000000247,0
351,1,0.23221000000000247,0,0.23321000000000258,1
352,1,0.23321000000000258,3,0.23479000000000272,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
356,4,0.23479000000000272,0,0.23893000000000275,1
357,1,0.23893000000000275,1,0.2405300000000028,0
0,0,0,0,0,0
359,2,0.2405300000000028,2,0.24343000000000292,1
0,0,0,0,0,1
0,0,0,0,0,1
362,3,0.24343000000000292,0,0.2443100000000029,0
363,1,0.2443100000000029,0,0.24494000000000282,1
364,1,0.24494000000000282,0,0.24538000000000282,0
365,1,0.24538000000000282,7,0.25368000000000235,1
0,0,0,0,0,1
0,0,0,0,0,1
