4,2,4,4,3,4,4,3,2,2,2,0.00010604658337198813,1.000106046583372,3
3,4,2,3,4,3,1,2,3,4,3,7.69645363154492e-05,1.0001830111196874,14
3,2,3,4,3,4,1,3,4,3,4,0.0002023647606128609,1.0003853758803003,32
3,2,4,4,3,3,1,3,4,3,3,0.0011730665397045037,1.0015584424200048,39
1,1,1,3,3,2,1,2,3,3,2,0.00015711570680188025,1.0017155581268067,42
2,1,2,4,4,4,4,4,4,4,2,0.0007039666115682408,1.002419524738375,50
4,4,3,2,3,1,1,1,2,3,1,0.0008186915059456013,1.0032382162443205,81
1,1,1,1,1,2,4,3,2,3,2,0.00030272728311553365,1.003540943527436,89
3,1,4,1,1,2,1,1,1,1,2,0.0001465194392815672,1.0036874629667176,97
2,2,2,2,4,2,4,4,2,3,2,0.0005665638872600631,1.0042540268539777,105
2,3,2,2,3,2,3,3,2,2,3,0.0012339197973980642,1.0054879466513758,119
1,1,1,3,2,4,1,2,3,2,4,0.000599656141540228,1.006087602792916,122
4,3,4,2,1,3,1,1,2,1,3,0.00038256752218202017,1.006470170315098,125
2,2,2,3,3,3,1,2,3,3,3,0.002321360396649208,1.0087915307117472,130
1,1,2,2,3,2,1,2,2,3,2,0.00016586830723985813,1.008957399018987,135
2,3,2,2,3,2,1,1,2,3,2,0.0011048130102129239,1.0100622120292,140
3,2,4,2,3,2,1,2,2,3,2,0.0014454853833982817,1.0115076974125983,153
1,2,1,1,2,1,1,1,1,2,1,0.0016611650661650934,1.0131688624787634,166
2,1,3,3,3,3,3,3,3,2,3,0.0006975987629318503,1.0138664612416952,170
3,2,3,3,3,2,1,2,3,3,2,0.0006093419988071336,1.0144758032405023,175
3,4,1,3,2,4,3,3,3,2,3,0.0010816669899915698,1.015557470230494,179
1,1,1,1,1,1,4,3,2,1,3,0.002438738236314686,1.0179962084668086,188
2,2,2,4,4,4,1,3,4,4,4,0.0008273773815645757,1.0188235858483732,196
3,3,3,4,3,4,1,3,4,3,4,0.0047804594897775665,1.0236040453381507,202
2,1,3,3,1,4,1,2,3,1,4,0.00110296583585634,1.024707011174007,210
4,4,3,4,3,4,1,3,4,3,4,0.0009325573486129723,1.02563956852262,227
3,3,2,2,1,2,3,1,1,1,1,8.901404162720006e-05,1.0257285825642473,245
3,4,2,2,2,2,3,3,3,2,3,0.0022255441762479844,1.0279541267404952,251
2,2,2,2,1,2,1,1,2,1,2,0.00032743396475432007,1.0282815607052496,265
1,1,1,2,1,3,1,2,2,1,3,0.0005158321144973499,1.028797392819747,272
1,1,2,1,1,1,3,1,1,1,2,0.0002471146013252046,1.0290445074210721,282
4,3,4,1,2,1,1,1,1,2,1,0.0026211545168757233,1.0316656619379478,285
2,3,2,1,2,1,3,2,2,2,1,0.001956832213125592,1.0336224941510734,293
3,3,2,1,1,1,3,2,2,1,2,9.869684934615819e-05,1.0337211910004196,299
4,4,4,1,1,1,3,1,1,2,1,0.0006507964840227753,1.0343719874844424,303
2,1,2,2,2,3,3,2,2,3,2,4.941629422616778e-05,1.0344214037786685,311
1,3,1,3,2,3,4,4,3,3,2,0.00023814703243929536,1.0346595508111078,331
3,2,4,1,1,2,4,3,2,1,2,0.0003375141490540301,1.0349970649601619,337
3,3,3,4,4,4,3,3,3,4,2,0.0012660030609961126,1.036263068021158,359
2,2,2,2,1,3,1,1,2,1,3,0.0005026599818740429,1.036765728003032,365
2,2,2,2,2,2,3,3,3,4,2,1.9656376077259452e-05,1.0367853843791093,375
1,1,2,4,4,3,4,4,3,4,2,0.0007199898502632252,1.0375053742293725,384
4,4,4,1,1,1,1,1,1,1,1,0.0011917193915251811,1.0386970936208977,390
1,4,1,4,4,3,3,4,4,4,2,0.0007797062969370216,1.0394767999178347,404
1,2,1,3,2,4,1,2,3,2,4,0.002456824085068199,1.041933624002903,410
4,4,4,4,4,4,3,4,4,4,4,3.9425938880510714e-05,1.0419730499417834,414
1,1,1,4,2,4,1,3,4,2,4,0.0005967544480602882,1.0425698043898437,435
1,1,1,1,2,1,3,4,4,3,3,0.0026929994564635074,1.0452628038463072,448
3,3,3,3,4,2,4,4,3,4,2,0.001524227489579033,1.0467870313358862,453
4,2,4,2,4,1,1,1,2,4,1,0.0005963748932253932,1.0473834062291116,470
2,2,2,3,2,3,1,2,3,2,3,5.146956466939301e-05,1.047434875793781,476
3,3,2,4,4,4,4,4,4,4,3,0.0014539317299833154,1.0488888075237643,494
1,3,1,3,3,3,3,3,3,3,3,0.00015021178061003226,1.0490390193043744,499
1,1,1,1,1,2,3,4,4,4,3,0.0007041137907528583,1.0497431330951272,508
2,1,3,1,1,2,3,2,2,1,2,0.00021126652733660656,1.0499543996224638,512
1,2,1,2,1,3,1,2,2,1,3,0.000251572853780635,1.0502059724762445,515
2,2,1,3,2,4,1,2,3,2,4,3.0093873682135452e-05,1.0502360663499266,523
2,1,2,1,1,1,1,1,1,1,1,0.0003855249155209073,1.0506215912654475,525
4,4,3,1,1,1,3,2,2,1,2,0.0009611175220265444,1.051582708787474,529
3,2,3,1,2,1,4,3,2,2,2,0.0005639758958690955,1.0521466846833432,538
2,1,3,2,1,2,1,1,2,1,2,0.00028069905035277287,1.052427383733696,548
2,1,2,1,1,1,4,2,1,1,1,0.00012965595789049544,1.0525570396915864,557
1,1,1,3,2,4,3,3,3,3,3,0.0002591989376117265,1.0528162386291982,568
3,2,3,1,1,1,1,1,1,1,1,4.17064236057918e-06,1.0528204092715587,577
2,2,2,3,3,2,1,2,3,3,2,0.0011644558585668374,1.0539848651301256,588
2,2,2,2,1,2,4,2,1,1,2,0.00015953453769945725,1.054144399667825,596
2,4,1,2,3,1,4,4,4,4,3,0.0005020691558721424,1.0546464688236972,613
2,3,2,2,2,2,3,3,3,2,3,0.00042181439744948257,1.0550682832211467,621
2,1,4,3,1,4,1,2,3,1,4,0.00047210679492093455,1.0555403900160676,628
3,2,4,1,1,1,4,3,2,1,2,0.0016756361289813615,1.057216026145049,636
4,3,4,3,2,4,1,2,3,2,4,0.00022067755795007749,1.057436703702999,640
